Offset(P)            #Ptr   #Hnd Access Name
0x0000000001a51cd0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dpcdll.dll
0x0000000001a51f10      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001a52028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\inetpp.dll
0x0000000001a52200      1      0 R--rwd \Device\HarddiskVolume1\Program Files\TrueCrypt\TrueCrypt.exe
0x0000000001a52438      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netrap.dll
0x0000000001a525a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netui1.dll
0x0000000001a52878      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cnbjmon.dll
0x0000000001a52b38      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browseui.dll
0x0000000001a53028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cscdll.dll
0x0000000001a54150      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\themeui.dll
0x0000000001a54328      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msutb.dll
0x0000000001a54530      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\powrprof.dll
0x0000000001a550b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msv1_0.dll
0x0000000001a55798      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tcpmon.dll
0x0000000001a55908      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pjlmon.dll
0x0000000001a56028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcrt.dll
0x0000000001a58bc8      3      1 ------ \Device\NamedPipe\net\NtControlPipe3
0x0000000001a59858      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001a5a2d0      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001a5b108      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmisvc.dll
0x0000000001a5f2b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ole32.dll
0x0000000001a5fe28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oleaut32.dll
0x0000000001a5ff90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcrt4.dll
0x0000000001a60028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wintrust.dll
0x0000000001a61028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msisip.dll
0x0000000001a610e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mfc42.dll
0x0000000001a61180      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wshext.dll
0x0000000001a61378      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\stobject.dll
0x0000000001a614a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\webcheck.dll
0x0000000001a615b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msasn1.dll
0x0000000001a66190      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\Com
0x0000000001a66348      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\IME\CINTLGNT
0x0000000001a663e0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\wbem
0x0000000001a66598      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\CHTIME\Applets
0x0000000001a666c0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\drivers\disdn
0x0000000001a667e8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\NetMeeting
0x0000000001a66880      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\binaries
0x0000000001a66a38      2      1 R--rw- \Device\HarddiskVolume1\Program Files\MSN Gaming Zone\Windows
0x0000000001a66c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\samlib.dll
0x0000000001a66e08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shell32.dll
0x0000000001a675b0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001a67850      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\notepad.exe
0x0000000001a68320      2      1 R--rwd \Device\HarddiskVolume1\$Extend\$ObjId
0x0000000001a688a8      2      1 ------ \Device\NamedPipe\scerpc
0x0000000001a68a80      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001a68b68      1      1 ------ \Device\NamedPipe\scerpc
0x0000000001a68c68      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Recent\Desktop.ini
0x0000000001a6b5f8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\DAO
0x0000000001a6b690      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS
0x0000000001a6b728      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi
0x0000000001a6b850      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\bin\1033
0x0000000001a6b8e8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\_vti_bin
0x0000000001a6bb30      2      1 R--rw- \Device\HarddiskVolume1\Program Files\microsoft frontpage\version3.0\bin
0x0000000001a6bce8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\bots\vinavbar
0x0000000001a6be10      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\servsupp
0x0000000001a6bea8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\drivers
0x0000000001a6bf40      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts
0x0000000001a6c028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winsrv.dll
0x0000000001a6cf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\batmeter.dll
0x0000000001a6d718      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\urlmon.dll
0x0000000001a6e498      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\LocalService\ntuser.dat.LOG
0x0000000001a6ef90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\user32.dll
0x0000000001a6fba0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\luna.msstyles
0x0000000001a70e20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sens.dll
0x0000000001a70f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\seclogon.dll
0x0000000001a71d18      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\version.dll
0x0000000001a71e10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wininet.dll
0x0000000001a72af8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001a72d28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\w3ssl.dll
0x0000000001a72e98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\httpapi.dll
0x0000000001a73ba8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wldap32.dll
0x0000000001a74820      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\win.ini
0x0000000001a760b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kernel32.dll
0x0000000001a78f20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\dxg.sys
0x0000000001a79818      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a798b0      1      0 R--rwd \Device\HarddiskVolume1\Program Files\7-Zip\7-zip.dll
0x0000000001a79b10      1      1 -W-rw- \Device\HarddiskVolume1\WINDOWS\Sti_Trace.log
0x0000000001a79d08      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001a79f28      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Windows Messenger.lnk
0x0000000001a7a028      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a7a1a8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001a7a3a0      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Borland Delphi 7\Delphi 7.lnk
0x0000000001a7a598      1      1 R--rw- \Device\HarddiskVolume1\Program Files\TrueCrypt
0x0000000001a7a790      1      0 R--rwd \Device\HarddiskVolume1\Program Files\TrueCrypt\truecrypt.sys
0x0000000001a7ad40      1      0 R--rwd \Device\HarddiskVolume1\Program Files\TrueCrypt\TrueCrypt Format.exe
0x0000000001a7b100      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\upnp.dll
0x0000000001a7b920      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\inetpp.dll
0x0000000001a7bb48      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\win32spl.dll
0x0000000001a7bda8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\usbmon.dll
0x0000000001a7bf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tcpmon.dll
0x0000000001a7c1e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pjlmon.dll
0x0000000001a7c3f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cnbjmon.dll
0x0000000001a7c600      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\localspl.dll
0x0000000001a7c8e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spoolss.dll
0x0000000001a7cb48      1      1 ------ \Device\Afd\AsyncConnectHlp
0x0000000001a7cd40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mlang.dll
0x0000000001a7cf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\davclnt.dll
0x0000000001a7d1e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netrap.dll
0x0000000001a7d3f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netui1.dll
0x0000000001a7d650      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netui0.dll
0x0000000001a7d890      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntlanman.dll
0x0000000001a7dae0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drprov.dll
0x0000000001a7dd00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\strmfilt.dll
0x0000000001a7de28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\userenv.dll
0x0000000001a7df90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\w3ssl.dll
0x0000000001a7e208      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\httpapi.dll
0x0000000001a7e430      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\History\History.IE5\index.dat
0x0000000001a7e640      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\NetworkService\Cookies\index.dat
0x0000000001a7e988      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a7ea20      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x0000000001a7ec38      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\explorer.exe
0x0000000001a7ee30      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001a7f1e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sti.dll
0x0000000001a7f440      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mscms.dll
0x0000000001a7f660      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cfgmgr32.dll
0x0000000001a7f868      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wiaservc.dll
0x0000000001a7f990      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptdll.dll
0x0000000001a7fbd0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mfc42u.dll
0x0000000001a7fd10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasdlg.dll
0x0000000001a80070      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mspaint.exe
0x0000000001a802c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\linkinfo.dll
0x0000000001a80508      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mfc42.dll
0x0000000001a80838      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wshext.dll
0x0000000001a80a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msisip.dll
0x0000000001a80ce0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\linkinfo.dll
0x0000000001a80f00      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001a81028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcons.dll
0x0000000001a81170      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\framd.ttf
0x0000000001a813b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasdlg.dll
0x0000000001a81538      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\authz.dll
0x0000000001a816a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netcfgx.dll
0x0000000001a817a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\ime\SPTIP.dll
0x0000000001a81a48      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\alg.exe
0x0000000001a81dd0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a81e68      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001a82228      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpsrv.dll
0x0000000001a82518      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ipsecsvc.dll
0x0000000001a825b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsapi.dll
0x0000000001a827f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpapi.dll
0x0000000001a82a38      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001a82d28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mstlsapi.dll
0x0000000001a82e50      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptui.dll
0x0000000001a82f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\icaapi.dll
0x0000000001a83028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\resutils.dll
0x0000000001a83208      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\termsrv.dll
0x0000000001a83328      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\samsrv.dll
0x0000000001a83910      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\ncprov.dll
0x0000000001a83b60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuapi.dll
0x0000000001a83e20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mtxoci.dll
0x0000000001a84278      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clusapi.dll
0x0000000001a844a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\colbact.dll
0x0000000001a846c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mtxclu.dll
0x0000000001a848f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comsvcs.dll
0x0000000001a84c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemess.dll
0x0000000001a84d38      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wdmaud.drv
0x0000000001a84dd0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\es.dll
0x0000000001a84e68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\xpob2res.dll
0x0000000001a84f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiprvsd.dll
0x0000000001a85028      2      1 ------ \Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
0x0000000001a85160      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemess.dll
0x0000000001a854a0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\es.dll
0x0000000001a85940      3      0 RWD--- \Device\TrueCryptVolumeE\$Mft
0x0000000001a86328      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a863c0      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA
0x0000000001a865b8      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\MAPPING1.MAP
0x0000000001a867b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\repdrvfs.dll
0x0000000001a86ad0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiutils.dll
0x0000000001a86ca0      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\SoftwareDistribution\EventCache\{19633229-9386-4CA6-B149-0E7CB7D139EF}.bin
0x0000000001a86e98      2      0 RW---- \Device\HarddiskVolume1\WINDOWS\SoftwareDistribution\EventCache\{19633229-9386-4CA6-B149-0E7CB7D139EF}.bin
0x0000000001a87160      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemsvc.dll
0x0000000001a873b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\fastprox.dll
0x0000000001a877e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\esscli.dll
0x0000000001a87b28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcore.dll
0x0000000001a87f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcomn.dll
0x0000000001a886e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemprox.dll
0x0000000001a88910      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msi.dll
0x0000000001a88ae0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wscsvc.dll
0x0000000001a88c18      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\csrss.exe
0x0000000001a88d80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browser.dll
0x0000000001a88f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msxml3r.dll
0x0000000001a89218      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msxml3.dll
0x0000000001a89628      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mspatcha.dll
0x0000000001a89848      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cabinet.dll
0x0000000001a89a80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winhttp.dll
0x0000000001a89e78      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shfolder.dll
0x0000000001a8a198      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\advpack.dll
0x0000000001a8a368      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuaueng.dll
0x0000000001a8a898      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuauserv.dll
0x0000000001a8aaa8      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\SoftwareDistribution\ReportingEvents.log
0x0000000001a8add8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a8ae70      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Local Settings\History\History.IE5\index.dat
0x0000000001a8b028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9\comctl32.dll
0x0000000001a8b1c0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a8b258      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Cookies\index.dat
0x0000000001a8b470      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x0000000001a8b690      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dssenh.dll
0x0000000001a8b7a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\srvsvc.dll
0x0000000001a8b918      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\binaries\pchsvc.dll
0x0000000001a8ba80      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001a8bc88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vssapi.dll
0x0000000001a8bf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmisvc.dll
0x0000000001a8c208      1      0 R--r-- \Device\HarddiskVolume1\System Volume Information\_restore{C6A45AAD-F4F6-4BE2-AFC3-2CBE4185A279}\RP4\rp.log
0x0000000001a8c400      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\trkwks.dll
0x0000000001a8c650      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\srsvc.dll
0x0000000001a8c820      3      1 ------ \Device\NamedPipe\net\NtControlPipe9
0x0000000001a8c9f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\seclogon.dll
0x0000000001a8cc08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psbase.dll
0x0000000001a8ce28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pstorsvc.dll
0x0000000001a8cf90      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\SoftwareDistribution\DataStore\Logs\tmp.edb
0x0000000001a8d490      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winipsec.dll
0x0000000001a8d6b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oakley.dll
0x0000000001a8d8f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ipsecsvc.dll
0x0000000001a8db50      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsapi.dll
0x0000000001a8dd70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netman.dll
0x0000000001a8de90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lsass.exe
0x0000000001a8df28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\services.exe
0x0000000001a8e028      2      1 ------ \Device\NamedPipe\keysvc
0x0000000001a8e0f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netmsg.dll
0x0000000001a8e2f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\srvsvc.dll
0x0000000001a8e430      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\csrsrv.dll
0x0000000001a8e6d0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a8e768      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\binaries\pchsvc.dll
0x0000000001a8e9a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ersvc.dll
0x0000000001a8ebd8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\certcli.dll
0x0000000001a8ee00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptsvc.dll
0x0000000001a8f280      1      1 ------ \Device\NamedPipe\keysvc
0x0000000001a8f450      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\History\History.IE5\index.dat
0x0000000001a8f660      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\LocalService\Cookies\index.dat
0x0000000001a8f9a8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a8fa40      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x0000000001a8fc58      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\webclnt.dll
0x0000000001a8fe08      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001a90488      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a90520      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\CSCG\Desktop\CSCG
0x0000000001a90750      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\win32spl.dll
0x0000000001a908c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\usbmon.dll
0x0000000001a90a28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\arialbd.ttf
0x0000000001a90bf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\NormalColor\shellstyle.dll
0x0000000001a90d00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shsvcs.dll
0x0000000001a90ec0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browselc.dll
0x0000000001a91190      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a91758      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\midimap.dll
0x0000000001a91978      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.drv
0x0000000001a91b98      2      1 ------ \Device\NTPNP_PCI0006\Topology
0x0000000001a91d90      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Media\Windows XP Startup.wav
0x0000000001a91ed0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.dll
0x0000000001a91f68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winmm.dll
0x0000000001a92368      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\LocalService\Cookies\index.dat
0x0000000001a928d0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001a92ad0      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x0000000001a92d38      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\History\History.IE5\index.dat
0x0000000001a92e68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\win32k.sys
0x0000000001a92f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wdmaud.drv
0x0000000001a931f0      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Application Data\Microsoft\Protect\CREDHIST
